"","BioRepID","FilterID","SAMPLE.ID","BIO.REP","DATE..YYYYMMDD.","TIME.START","STATION.START","Latitude.start","Longitude.start","TIME.END","STATION.END","Latitude.end","Longitude.end","Inshore.Offshore","Vol..FILT..REP..1..L.","Vol..FILT..REP..2..L.","SAMPLE.TYPE","NOTES","X","Lat.start..degrees..decimal.minutes.","Lon.start","Lat.end","Lon.end","Storage.box","Experiment","Cruise","Year","Month","SequencingRun","Volume.filtered..mL.","Depth..m.","depth.rank","Collection.method","dist_km","datetime_start","datetime_end","filtration_time_min"
"F086_1_1","F086_1","F086","RL2501_LINE76.7-90_F086_1","1.0","20250117.0","7:51","76.7-90","33.7149","-123.6153","11:31","76.7-80","34.0549","-122.9407","Offshore","24.0","na","Full transect","","","3342.894","-12336.9198","3403.2963","-12256.4445","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","24.0","5","1","MOSAIC-A","72.9165252020204","2025-01-17 07:51:00","2025-01-17 11:31:00","220.0"
"F086_1_2","F086_1","F086","RL2501_LINE76.7-90_F086_1","1.0","20250117.0","7:51","76.7-90","33.7149","-123.6153","11:31","76.7-80","34.0549","-122.9407","Offshore","24.0","na","Full transect","","","3342.894","-12336.9198","3403.2963","-12256.4445","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","24.0","5","1","MOSAIC-A","72.9165252020204","2025-01-17 07:51:00","2025-01-17 11:31:00","220.0"
"F086_1_3","F086_1","F086","RL2501_LINE76.7-90_F086_1","1.0","20250117.0","7:51","76.7-90","33.7149","-123.6153","11:31","76.7-80","34.0549","-122.9407","Offshore","24.0","na","Full transect","","","3342.894","-12336.9198","3403.2963","-12256.4445","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","24.0","5","1","MOSAIC-A","72.9165252020204","2025-01-17 07:51:00","2025-01-17 11:31:00","220.0"
"F086_1_4","F086_1","F086","RL2501_LINE76.7-90_F086_1","1.0","20250117.0","7:51","76.7-90","33.7149","-123.6153","11:31","76.7-80","34.0549","-122.9407","Offshore","24.0","na","Full transect","","","3342.894","-12336.9198","3403.2963","-12256.4445","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","24.0","5","1","MOSAIC-A","72.9165252020204","2025-01-17 07:51:00","2025-01-17 11:31:00","220.0"
"F088_2_1","F088_2","F088","RL2501_LINE76.7-80_F088_2","2.0","20250117.0","13:19","76.7-80","34.0479","-122.9549","17:29","76.7-70","34.3876","-122.2461","Offshore","27.0","27","Full transect","","","3402.8713","-12257.2914","3423.254","-12214.7664","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.0","5","1","MOSAIC-A","75.4047845435623","2025-01-17 13:19:00","2025-01-17 17:29:00","250.0"
"F088_2_2","F088_2","F088","RL2501_LINE76.7-80_F088_2","2.0","20250117.0","13:19","76.7-80","34.0479","-122.9549","17:29","76.7-70","34.3876","-122.2461","Offshore","27.0","27","Full transect","","","3402.8713","-12257.2914","3423.254","-12214.7664","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.0","5","1","MOSAIC-A","75.4047845435623","2025-01-17 13:19:00","2025-01-17 17:29:00","250.0"
"F088_2_3","F088_2","F088","RL2501_LINE76.7-80_F088_2","2.0","20250117.0","13:19","76.7-80","34.0479","-122.9549","17:29","76.7-70","34.3876","-122.2461","Offshore","27.0","27","Full transect","","","3402.8713","-12257.2914","3423.254","-12214.7664","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.0","5","1","MOSAIC-A","75.4047845435623","2025-01-17 13:19:00","2025-01-17 17:29:00","250.0"
"F088_2_4","F088_2","F088","RL2501_LINE76.7-80_F088_2","2.0","20250117.0","13:19","76.7-80","34.0479","-122.9549","17:29","76.7-70","34.3876","-122.2461","Offshore","27.0","27","Full transect","","","3402.8713","-12257.2914","3423.254","-12214.7664","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.0","5","1","MOSAIC-A","75.4047845435623","2025-01-17 13:19:00","2025-01-17 17:29:00","250.0"
"F095_1_1","F095_1","F095","RL2501_LINE73-50_F095_1","1.0","20250120.0","12:20","73-50","35.6288","-121.2629","13:04","73-52.4","35.5748","-121.4037","Inshore","15.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","14.095301876348","2025-01-20 12:20:00","2025-01-20 13:04:00","44.0"
"F095_1_2","F095_1","F095","RL2501_LINE73-50_F095_1","1.0","20250120.0","12:20","73-50","35.6288","-121.2629","13:04","73-52.4","35.5748","-121.4037","Inshore","15.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","14.095301876348","2025-01-20 12:20:00","2025-01-20 13:04:00","44.0"
"F095_1_3","F095_1","F095","RL2501_LINE73-50_F095_1","1.0","20250120.0","12:20","73-50","35.6288","-121.2629","13:04","73-52.4","35.5748","-121.4037","Inshore","15.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","14.095301876348","2025-01-20 12:20:00","2025-01-20 13:04:00","44.0"
"F095_1_4","F095_1","F095","RL2501_LINE73-50_F095_1","1.0","20250120.0","12:20","73-50","35.6288","-121.2629","13:04","73-52.4","35.5748","-121.4037","Inshore","15.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","14.095301876348","2025-01-20 12:20:00","2025-01-20 13:04:00","44.0"
"F103_1_1","F103_1","F103","RL2501_LINE73.7-59.2_F103_1","1.0","20250121.0","7:38","73.7-59.2","35.2661","-121.8581","11:48","73.3-70","34.9764","-122.6554","Offshore","17.5","na","Full transect","","","","","","","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.5","5","1","MOSAIC-A","79.4657762621571","2025-01-21 07:38:00","2025-01-21 11:48:00","250.0"
"F103_1_2","F103_1","F103","RL2501_LINE73.7-59.2_F103_1","1.0","20250121.0","7:38","73.7-59.2","35.2661","-121.8581","11:48","73.3-70","34.9764","-122.6554","Offshore","17.5","na","Full transect","","","","","","","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.5","5","1","MOSAIC-A","79.4657762621571","2025-01-21 07:38:00","2025-01-21 11:48:00","250.0"
"F103_1_3","F103_1","F103","RL2501_LINE73.7-59.2_F103_1","1.0","20250121.0","7:38","73.7-59.2","35.2661","-121.8581","11:48","73.3-70","34.9764","-122.6554","Offshore","17.5","na","Full transect","","","","","","","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.5","5","1","MOSAIC-A","79.4657762621571","2025-01-21 07:38:00","2025-01-21 11:48:00","250.0"
"F103_1_4","F103_1","F103","RL2501_LINE73.7-59.2_F103_1","1.0","20250121.0","7:38","73.7-59.2","35.2661","-121.8581","11:48","73.3-70","34.9764","-122.6554","Offshore","17.5","na","Full transect","","","","","","","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.5","5","1","MOSAIC-A","79.4657762621571","2025-01-21 07:38:00","2025-01-21 11:48:00","250.0"
"F120_1_1","F120_1","F120","RL2501_LINE72-58.4_F120_1","1.0","20250125.0","1:55","72-58.4","35.6096","-122.0104","4:58","72.8-57.6","35.4679","-121.8481","Inshore","28.1","na","Full transect","B2-B4 short transit","","","","","","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","28.1","5","1","MOSAIC-A","21.5360036915421","2025-01-25 01:55:00","2025-01-25 04:58:00","183.0"
"F120_1_2","F120_1","F120","RL2501_LINE72-58.4_F120_1","1.0","20250125.0","1:55","72-58.4","35.6096","-122.0104","4:58","72.8-57.6","35.4679","-121.8481","Inshore","28.1","na","Full transect","B2-B4 short transit","","","","","","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","28.1","5","1","MOSAIC-A","21.5360036915421","2025-01-25 01:55:00","2025-01-25 04:58:00","183.0"
"F120_1_3","F120_1","F120","RL2501_LINE72-58.4_F120_1","1.0","20250125.0","1:55","72-58.4","35.6096","-122.0104","4:58","72.8-57.6","35.4679","-121.8481","Inshore","28.1","na","Full transect","B2-B4 short transit","","","","","","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","28.1","5","1","MOSAIC-A","21.5360036915421","2025-01-25 01:55:00","2025-01-25 04:58:00","183.0"
"F120_1_4","F120_1","F120","RL2501_LINE72-58.4_F120_1","1.0","20250125.0","1:55","72-58.4","35.6096","-122.0104","4:58","72.8-57.6","35.4679","-121.8481","Inshore","28.1","na","Full transect","B2-B4 short transit","","","","","","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","28.1","5","1","MOSAIC-A","21.5360036915421","2025-01-25 01:55:00","2025-01-25 04:58:00","183.0"
"F124_1_1","F124_1","F124","RL2501_LINE70-55_F124_1","1.0","20250125.0","15:40","70-55","36.0451","-122.022","17:30","70-51","36.1717","-121.727","Inshore","17.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.0","5","1","MOSAIC-A","30.0477436013717","2025-01-25 15:40:00","2025-01-25 17:30:00","110.0"
"F124_1_2","F124_1","F124","RL2501_LINE70-55_F124_1","1.0","20250125.0","15:40","70-55","36.0451","-122.022","17:30","70-51","36.1717","-121.727","Inshore","17.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.0","5","1","MOSAIC-A","30.0477436013717","2025-01-25 15:40:00","2025-01-25 17:30:00","110.0"
"F124_1_3","F124_1","F124","RL2501_LINE70-55_F124_1","1.0","20250125.0","15:40","70-55","36.0451","-122.022","17:30","70-51","36.1717","-121.727","Inshore","17.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.0","5","1","MOSAIC-A","30.0477436013717","2025-01-25 15:40:00","2025-01-25 17:30:00","110.0"
"F124_1_4","F124_1","F124","RL2501_LINE70-55_F124_1","1.0","20250125.0","15:40","70-55","36.0451","-122.022","17:30","70-51","36.1717","-121.727","Inshore","17.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.0","5","1","MOSAIC-A","30.0477436013717","2025-01-25 15:40:00","2025-01-25 17:30:00","110.0"
"F134_1_1","F134_1","F134","RL2501_LINE63.3-80_F134_1","1.0","20250127.0","9:58","63.3-80","36.3775","-124.6446","13:55","63.3-90","36.0391","-125.3331","Offshore","27.5","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.5","5","1","MOSAIC-A","72.4105866678195","2025-01-27 09:58:00","2025-01-27 13:55:00","237.0"
"F134_1_2","F134_1","F134","RL2501_LINE63.3-80_F134_1","1.0","20250127.0","9:58","63.3-80","36.3775","-124.6446","13:55","63.3-90","36.0391","-125.3331","Offshore","27.5","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.5","5","1","MOSAIC-A","72.4105866678195","2025-01-27 09:58:00","2025-01-27 13:55:00","237.0"
"F134_1_3","F134_1","F134","RL2501_LINE63.3-80_F134_1","1.0","20250127.0","9:58","63.3-80","36.3775","-124.6446","13:55","63.3-90","36.0391","-125.3331","Offshore","27.5","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.5","5","1","MOSAIC-A","72.4105866678195","2025-01-27 09:58:00","2025-01-27 13:55:00","237.0"
"F134_1_4","F134_1","F134","RL2501_LINE63.3-80_F134_1","1.0","20250127.0","9:58","63.3-80","36.3775","-124.6446","13:55","63.3-90","36.0391","-125.3331","Offshore","27.5","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.5","5","1","MOSAIC-A","72.4105866678195","2025-01-27 09:58:00","2025-01-27 13:55:00","237.0"
"F003_1_1","F003_1","F003","RL2501_LINE93.3-40.0_F003_1","1.0","20250104.0","11:35","93.3-40","32.5221","-118.2322","13:23","93.3-45","32.4401","-118.3645","Inshore","13.5","","Full transect","Possible beaked whale sighting ","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","13.5","5","1","MOSAIC-A","15.4057558526131","2025-01-04 11:35:00","2025-01-04 13:23:00","108.0"
"F003_1_2","F003_1","F003","RL2501_LINE93.3-40.0_F003_1","1.0","20250104.0","11:35","93.3-40","32.5221","-118.2322","13:23","93.3-45","32.4401","-118.3645","Inshore","13.5","","Full transect","Possible beaked whale sighting ","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","13.5","5","1","MOSAIC-A","15.4057558526131","2025-01-04 11:35:00","2025-01-04 13:23:00","108.0"
"F003_1_3","F003_1","F003","RL2501_LINE93.3-40.0_F003_1","1.0","20250104.0","11:35","93.3-40","32.5221","-118.2322","13:23","93.3-45","32.4401","-118.3645","Inshore","13.5","","Full transect","Possible beaked whale sighting ","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","13.5","5","1","MOSAIC-A","15.4057558526131","2025-01-04 11:35:00","2025-01-04 13:23:00","108.0"
"F003_1_4","F003_1","F003","RL2501_LINE93.3-40.0_F003_1","1.0","20250104.0","11:35","93.3-40","32.5221","-118.2322","13:23","93.3-45","32.4401","-118.3645","Inshore","13.5","","Full transect","Possible beaked whale sighting ","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","13.5","5","1","MOSAIC-A","15.4057558526131","2025-01-04 11:35:00","2025-01-04 13:23:00","108.0"
"F046_1_1","F046_1","F046","RL2501_LINE86.7-70_F046_1","1.0","20250111.0","3:13","86.7-70","32.647","-121.0516","6:54","86.7-80","32.3213","-121.7026","Offshore","11.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","11.0","5","1","MOSAIC-A","70.99406530907885","2025-01-11 03:13:00","2025-01-11 06:54:00","221.0"
"F046_1_2","F046_1","F046","RL2501_LINE86.7-70_F046_1","1.0","20250111.0","3:13","86.7-70","32.647","-121.0516","6:54","86.7-80","32.3213","-121.7026","Offshore","11.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","11.0","5","1","MOSAIC-A","70.99406530907885","2025-01-11 03:13:00","2025-01-11 06:54:00","221.0"
"F046_1_3","F046_1","F046","RL2501_LINE86.7-70_F046_1","1.0","20250111.0","3:13","86.7-70","32.647","-121.0516","6:54","86.7-80","32.3213","-121.7026","Offshore","11.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","11.0","5","1","MOSAIC-A","70.99406530907885","2025-01-11 03:13:00","2025-01-11 06:54:00","221.0"
"F046_1_4","F046_1","F046","RL2501_LINE86.7-70_F046_1","1.0","20250111.0","3:13","86.7-70","32.647","-121.0516","6:54","86.7-80","32.3213","-121.7026","Offshore","11.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","11.0","5","1","MOSAIC-A","70.99406530907885","2025-01-11 03:13:00","2025-01-11 06:54:00","221.0"
"F047_1_1","F047_1","F047","RL2501_LINE86.7-80_F047_1","1.0","20250111.0","8:08","86.7-80","32.3306","-121.7174","8:44","86.7-80","32.3329","-121.7199","Offshore","15.0","19.0","Station","Common dolphins","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","15.0","5","1","MOSAIC-E","0.3472468664946264","2025-01-11 08:08:00","2025-01-11 08:44:00","36.0"
"F047_1_2","F047_1","F047","RL2501_LINE86.7-80_F047_1","1.0","20250111.0","8:08","86.7-80","32.3306","-121.7174","8:44","86.7-80","32.3329","-121.7199","Offshore","15.0","19.0","Station","Common dolphins","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","15.0","5","1","MOSAIC-E","0.3472468664946264","2025-01-11 08:08:00","2025-01-11 08:44:00","36.0"
"F047_1_3","F047_1","F047","RL2501_LINE86.7-80_F047_1","1.0","20250111.0","8:08","86.7-80","32.3306","-121.7174","8:44","86.7-80","32.3329","-121.7199","Offshore","15.0","19.0","Station","Common dolphins","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","15.0","5","1","MOSAIC-E","0.3472468664946264","2025-01-11 08:08:00","2025-01-11 08:44:00","36.0"
"F047_1_4","F047_1","F047","RL2501_LINE86.7-80_F047_1","1.0","20250111.0","8:08","86.7-80","32.3306","-121.7174","8:44","86.7-80","32.3329","-121.7199","Offshore","15.0","19.0","Station","Common dolphins","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","15.0","5","1","MOSAIC-E","0.3472468664946264","2025-01-11 08:08:00","2025-01-11 08:44:00","36.0"
"F047_2_1","F047_2","F047","RL2501_LINE86.7-80_F047_2","2.0","20250111.0","8:08","86.7-80","32.3306","-121.7174","8:44","86.7-80","32.3329","-121.7199","Offshore","15.0","19.0","Station","Common dolphins","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","19.0","5","1","MOSAIC-E","0.3472468664946264","2025-01-11 08:08:00","2025-01-11 08:44:00","36.0"
"F047_2_2","F047_2","F047","RL2501_LINE86.7-80_F047_2","2.0","20250111.0","8:08","86.7-80","32.3306","-121.7174","8:44","86.7-80","32.3329","-121.7199","Offshore","15.0","19.0","Station","Common dolphins","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","19.0","5","1","MOSAIC-E","0.3472468664946264","2025-01-11 08:08:00","2025-01-11 08:44:00","36.0"
"F047_2_3","F047_2","F047","RL2501_LINE86.7-80_F047_2","2.0","20250111.0","8:08","86.7-80","32.3306","-121.7174","8:44","86.7-80","32.3329","-121.7199","Offshore","15.0","19.0","Station","Common dolphins","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","19.0","5","1","MOSAIC-E","0.3472468664946264","2025-01-11 08:08:00","2025-01-11 08:44:00","36.0"
"F047_2_4","F047_2","F047","RL2501_LINE86.7-80_F047_2","2.0","20250111.0","8:08","86.7-80","32.3306","-121.7174","8:44","86.7-80","32.3329","-121.7199","Offshore","15.0","19.0","Station","Common dolphins","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","19.0","5","1","MOSAIC-E","0.3472468664946264","2025-01-11 08:08:00","2025-01-11 08:44:00","36.0"
"F048_1_1","F048_1","F048","RL2501_LINE86.7-80_F048_1","1.0","20250111.0","9:40","86.7-80","32.3177","-121.7586","13:21","86.7-90","31.9892","-122.3927","Offshore","56.0","34.0","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","56.0","5","1","MOSAIC-A","69.98329114115265","2025-01-11 09:40:00","2025-01-11 13:21:00","221.0"
"F048_1_2","F048_1","F048","RL2501_LINE86.7-80_F048_1","1.0","20250111.0","9:40","86.7-80","32.3177","-121.7586","13:21","86.7-90","31.9892","-122.3927","Offshore","56.0","34.0","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","56.0","5","1","MOSAIC-A","69.98329114115265","2025-01-11 09:40:00","2025-01-11 13:21:00","221.0"
"F048_1_3","F048_1","F048","RL2501_LINE86.7-80_F048_1","1.0","20250111.0","9:40","86.7-80","32.3177","-121.7586","13:21","86.7-90","31.9892","-122.3927","Offshore","56.0","34.0","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","56.0","5","1","MOSAIC-A","69.98329114115265","2025-01-11 09:40:00","2025-01-11 13:21:00","221.0"
"F048_1_4","F048_1","F048","RL2501_LINE86.7-80_F048_1","1.0","20250111.0","9:40","86.7-80","32.3177","-121.7586","13:21","86.7-90","31.9892","-122.3927","Offshore","56.0","34.0","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","56.0","5","1","MOSAIC-A","69.98329114115265","2025-01-11 09:40:00","2025-01-11 13:21:00","221.0"
"F048_2_1","F048_2","F048","RL2501_LINE86.7-80_F048_2","2.0","20250111.0","9:40","86.7-80","32.3177","-121.7586","13:21","86.7-90","31.9892","-122.3927","Offshore","56.0","34.0","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","34.0","5","1","MOSAIC-A","69.98329114115265","2025-01-11 09:40:00","2025-01-11 13:21:00","221.0"
"F048_2_2","F048_2","F048","RL2501_LINE86.7-80_F048_2","2.0","20250111.0","9:40","86.7-80","32.3177","-121.7586","13:21","86.7-90","31.9892","-122.3927","Offshore","56.0","34.0","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","34.0","5","1","MOSAIC-A","69.98329114115265","2025-01-11 09:40:00","2025-01-11 13:21:00","221.0"
"F048_2_3","F048_2","F048","RL2501_LINE86.7-80_F048_2","2.0","20250111.0","9:40","86.7-80","32.3177","-121.7586","13:21","86.7-90","31.9892","-122.3927","Offshore","56.0","34.0","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","34.0","5","1","MOSAIC-A","69.98329114115265","2025-01-11 09:40:00","2025-01-11 13:21:00","221.0"
"F048_2_4","F048_2","F048","RL2501_LINE86.7-80_F048_2","2.0","20250111.0","9:40","86.7-80","32.3177","-121.7586","13:21","86.7-90","31.9892","-122.3927","Offshore","56.0","34.0","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","34.0","5","1","MOSAIC-A","69.98329114115265","2025-01-11 09:40:00","2025-01-11 13:21:00","221.0"
"F049_1_1","F049_1","F049","RL2501_LINE86.7-90_F049_1","1.0","20250111.0","13:46","86.7-90","31.9887","-122.3984","14:14","86.7-90","31.9881","-122.4042","Offshore","32.5","","Station","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","32.5","5","1","MOSAIC-E","0.5510549947439601","2025-01-11 13:46:00","2025-01-11 14:14:00","28.0"
"F049_1_2","F049_1","F049","RL2501_LINE86.7-90_F049_1","1.0","20250111.0","13:46","86.7-90","31.9887","-122.3984","14:14","86.7-90","31.9881","-122.4042","Offshore","32.5","","Station","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","32.5","5","1","MOSAIC-E","0.5510549947439601","2025-01-11 13:46:00","2025-01-11 14:14:00","28.0"
"F049_1_3","F049_1","F049","RL2501_LINE86.7-90_F049_1","1.0","20250111.0","13:46","86.7-90","31.9887","-122.3984","14:14","86.7-90","31.9881","-122.4042","Offshore","32.5","","Station","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","32.5","5","1","MOSAIC-E","0.5510549947439601","2025-01-11 13:46:00","2025-01-11 14:14:00","28.0"
